name,zone,layer,list,args,has_args
CannonFortressRotateBreakStepC,FortressCliffClimbZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
ChallengeBallAccelCylinderA,TamakoroExBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChallengeBallGearA,TamakoroExBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChallengeBallMoveGroundA,TamakoroExBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChallengeBallMoveGroundB,TamakoroExBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChallengeBallRotateBridgeA,TamakoroExBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChoConveyorMoveChocoA,ChoConveyorZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ChoConveyorPlanetD,ChoConveyorZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ClipAreaBottomBox,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
ClipAreaSphere,DarknessRoomZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ClipAreaSphere,PhantomDarknessRoomZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ClockworkHandle,MechanicKoopaZone,Common,MapPartsInfo,"-1,2,-1,0",1
ClockworkHandle,MechanicKoopaZone,Common,MapPartsInfo,"-1,3,-1,-1",1
ClockworkHandle,MiniMechanicKoopaZone,LayerA,MapPartsInfo,"-1,1,-1,-1",1
ClockworkHandle,MiniMechanicKoopaZone,LayerA,MapPartsInfo,"-1,2,-1,-1",1
ClockworkHandle,MiniMechanicKoopaZone,LayerA,MapPartsInfo,"-1,3,-1,-1",1
CrystalCageMoving,MarioLancherLecture3Zone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
CubeBubbleExRotateWallL,CubeBubbleEXBZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
CubeBubbleExRotateWallL,CubeBubbleEXCZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
DarkHopperPlanetA,PhantomDarknessRoomZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
DarkHopperRotateStepA,PhantomDarknessRoomZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
DeathPromenadeRotateCircleL,TeresaMario2DGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
DeathPromenadeRotateCircleS,TeresaMario2DGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
DriftWood,ColdTwinFallZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
FlagDiscPlanetD,FlagDiscZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
FloaterOtakingFloaterA,FloaterOtakingGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
GhostShipCaveMoveGroundA,GhostShipCaveZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
GhostShipCaveMoveGroundB,GhostShipCaveZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
GravityLightA,KoopaBattleVs3StartZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HeavensDoorInsideRotatePartsA,HeavensDoorInsideZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HeavensDoorInsideRotatePartsB,HeavensDoorInsideZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HeavensDoorInsideRotatePartsC,HeavensDoorInsideZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HeavensDoorMiddleRotatePartsA,HeavensDoorMiddleZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HeavensDoorMiddleRotatePartsB,HeavensDoorMiddleZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HellBallGuidePartsA,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsA,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsB,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsC,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsD,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsE,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsF,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HellBallRotatePartsG,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsA,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsB,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsC,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsD,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsE,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsF,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsG,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPartsH,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleBeltConveyerPlanet,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoleDeathSandMoveStepA,DesertDiskZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HoneyQueenLeafA,HoneyQueenZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
HopperBeltConveyerMovePartsA,HopperTutorialZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
HopperBeltConveyerRotatePartsA,HopperTutorialZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceLavaIslandIceMovableStepA,IceLavaIslandZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceLavaIslandIceMovableStepA,IceLavaIslandZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
IceLavaIslandLavaMovableStepA,HellBallZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceLavaIslandLavaMovableStepA,IceLavaIslandZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainFloaterA,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainSeesawNoSlipA,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainSeesawSlipA,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainSeesawSlipB,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainSeesawSlipC,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceMountainSeesawSlipD,IceMountainZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceRingBumpyPartsA,IceRingAZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoBalanceStepA,VolcanoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoBalanceStepB,VolcanoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoFloaterA,VolcanoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoFloaterB,VolMichihikiZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoFloaterB,VolcanoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceVolcanoMoveStepA,VolcanoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
IceWaterUpDownParts,IceMichihikiZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaJrSmallShipA,KoopaJrShipLV1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaShipSeesawStep,ThrowTutorialZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS1PartsMoveStepA,KoopaBattleVs1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS1PartsMoveStepA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS1PartsMoveStepB,KoopaBattleVs1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS1PartsRotateMoveStepA,KoopaBattleVs1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS1PartsRotateMoveStepB,KoopaBattleVs1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepBarA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepBarB,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepConvex,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepCross,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepLShape,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2Parts2DMoveStepSBarB,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsClipAreaDisplayA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsJoinedMoveClip,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsJoinedMoveStep,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsRollingStep,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsSquareMoveClipA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsSquareMoveClipB,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsSquareMoveStepA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsSquareMoveStepB,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsStairBig,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsStartMoveStepA,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsStartMoveStepB,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS2PartsStartMoveStepC,KoopaBattleVs2Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS3RotateStepA,KoopaBattleVs3ArigaCZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS3RotateStepB,KoopaBattleVs3ArigaCZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS3RotateStepD,KoopaBattleVs3ArigaAZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
KoopaVS3RotateStepsA,KoopaBattleVs3DZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepA,HellHomeZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepA,HellLavaFloatingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepA,KoopaBattleVs3ArigaAZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepB,HellHomeZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepB,HellLavaFloatingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepB,KoopaBattleVs3ArigaAZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepB,KoopaBattleVs3DZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepC,HellLavaFloatingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaFloatingStepD,HellHomeZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaHomeFloaterB,HellHomeZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaHomeSeesaw,HellHomeZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaHomeVolcanoInnerFlow,HellHomeZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotatePlanet,HellPoolAZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotatePlanetStartStep,HellPoolAZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotateStepsRotatePartsA,HellRotateGround2DPlanetZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotateStepsRotatePartsB,HellRotateGround2DPlanetZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotateStepsRotatePartsC,HellRotateGround2DPlanetZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaRotateStepsRotatePartsD,HellRotateGround2DPlanetZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
LavaUpDownParts,VolMichihikiZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsArmLeft,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsArmRight,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsBody,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsBreast,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsCollar,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MechaKoopaPartsHead,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,2",1
MechaKoopaPartsMoveStepA,MechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MiniMechaKoopaPartsCage,MiniMechanicKoopaZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
MiniMechaKoopaPartsFan,MiniMechanicKoopaZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
MiniMechaKoopaPartsGear,MiniMechanicKoopaZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
MiniMechaKoopaPartsMoveStepA,MiniMechanicKoopaZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalCommonBlocks,HeavensDoorLargeZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalCommonBlocks,SandIslandSamboZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalCommonMapParts,DandelionHillZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalCommonMapParts,PoyoPoyoPlanetZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalGroundA,SandIslandSamboZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalHayashidaParts,SandIslandSamboZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalHoleParts,PoleUnizoZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalIkkakuCubeBubbleParts,CubeBubbleExDZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalIkkakuTestParts,CubeBubbleExDZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalKannoTest,KoopaBattleVs3AZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalLowStandA,HeavensDoorLargeZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalMountainA,HeavensDoorLargeZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NormalRockA,HeavensDoorLargeZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
NutShipFleetBridge,ScrewFleetZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OceanFloaterTowerRotateStepA,FloaterLandZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanFloaterTowerRotateStepB,FloaterLandZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanFloaterTowerRotateStepD,FloaterLandZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanFloaterTypeU,FloaterLandZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanHexagonFloater,FloaterLandZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanPierFloaterA,HeavenlyBeachZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanPierFloaterA,HeavenlyBeachZone,LayerN,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsBase,OceanRingZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsColumn,OceanRingZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearBig,OceanRingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearBig,OceanRingZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearBig,OceanRingZone,LayerC,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearBig,OceanRingZone,LayerD,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearSmall,OceanRingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearSmall,OceanRingZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearSmall,OceanRingZone,LayerC,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsGearSmall,OceanRingZone,LayerD,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsMove,OceanRingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsMove,OceanRingZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsMove,OceanRingZone,LayerC,MapPartsInfo,"-1,-1,-1,-1",0
OceanRingRuinsMove,OceanRingZone,LayerD,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRailMovePartsA,OnimasuZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRailMovePartsA,OnimasuZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRotatePartsA,OnimasuZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRotatePartsA,OnimasuZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRotatePartsB,OnimasuZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
OnimasuPlanetRotatePartsB,OnimasuZone,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBoxFloaterA,GhostShipCaveZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBoxFloaterB,GhostShipCaveZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBoxFloaterC,GhostShipCaveZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBridge,KoopaJrShipBattleLv1Tmp1Zone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBridge,KoopaJrShipLV1Galaxy,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBridge,OceanTwinPiratesZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipBridge,ThrowTutorialZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomShipHandle,OceanTwinPiratesZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PhantomTowerMoveStepA,PhantomNestZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperA,CubeBubbleEXCZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperA,MarioLancherLecture2Zone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperB,CocoonEXZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperB,MarioLancherLecture2Zone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperC,CocoonEXZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
PowerStarKeeperC,MarioLancherLecture2Zone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
QuestionBoxMoveStepA,QuestionBoxZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
QuestionBoxMoveStepB,QuestionBoxZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
QuestionBoxMoveStepC,QuestionBoxZone,LayerA,MapPartsInfo,"0,-1,-1,-1",1
QuickSand2DMovePartsA,QuickSand2DZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
RGTowerPressGroundA,ReverseGravityTowerZone,LayerC,MapPartsInfo,"-1,-1,-1,-1",0
RainCloud,OceanRingZone,LayerC,MapPartsInfo,"-1,-1,-1,0",1
RainCloud,OceanRingZone,LayerD,MapPartsInfo,"-1,-1,-1,0",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"-1,-1,-1,-1",0
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"1000,-1,-1,-1",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"1500,-1,-1,-1",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"1600,-1,-1,-1",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"2000,-1,-1,-1",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"2250,-1,-1,-1",1
RainCloud,ReverseForestHomeZone,LayerE,MapPartsInfo,"600,-1,-1,-1",1
RayGunPlanetPartsGear,SpaceStationZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
RayGunPlanetPartsScrew,SpaceStationZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
ReverseGravityRoomPressGroundA,CanonTurnOverZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
ReverseGravityRoomPressGroundB,CanonTurnOverZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
ReverseGravityRoomPressGroundC,UfoGravityTurnOverZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
ReverseGravityRoomPressGroundD,UfoGravityTurnOverZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
ReverseGravityRoomPressGroundE,UfoGravityTurnOverZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
RollingOvalPlanetParts,MarioLancherLecture2Zone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SandRiverLightA,WaterRoadCaveExZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SandStreamHighTowerMoveStepA,SandTowerZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SandStreamMoveStepsA,DesertConvectionZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SandStreamMoveStepsB,DesertConvectionZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SandUpDownTowerMoveStepA,SandUpDownZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
SeesawMoveNutB,ScrewFleetZone,LayerA,MapPartsInfo,"300,-1,-1,-1",1
ShutterDoorB,FortressJumpBeamerZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
SideSpikeMoveStepA,CrossRingZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
SideSpikeMoveStepA,CrossRingZone,LayerJ,MapPartsInfo,"-1,-1,-1,-1",0
SideSpikeMoveStepA,EggStarFlipPanelZone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
SideSpikeMoveStepA,FlipPanelExZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
SpaceShipStep,VsHugeBattleShipLv2Zone,LayerA,MapPartsInfo,"-1,-1,-1,-1",0
StarDustRollingStepA,GCaptureTutorialZone,Common,MapPartsInfo,"-1,-1,-1,-1",0
StarDustStartPlanet,StarDustGalaxy,LayerB,MapPartsInfo,"-1,-1,-1,-1",0
SweetsDecoratePartsFork,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,0,-1,-1",1
SweetsDecoratePartsFork,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,1,-1,-1",1
SweetsDecoratePartsFork,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,2,-1,-1",1
SweetsDecoratePartsFork,BeltConveyerExGalaxy,Common,MapPartsInfo,"-1,3,-1,-1",1
SweetsDecoratePartsFork,BirthdayCakeZone,LayerA,MapPartsInfo,"-1,0,-1,-1",1
SweetsDecoratePartsFork,BirthdayCakeZone,LayerA,MapPartsInfo,"-1,1,-1,-1",1
SweetsDecoratePartsFork,BirthdayCakeZone,LayerA,MapPartsInfo,"-1,2,-1,-1",1
SweetsDecoratePartsFork,BirthdayCakeZone,LayerA,MapPartsInfo,"-1,3,-1,-1",1
SweetsDecoratePartsFork,ChoConveyorZone,LayerA,MapPartsInfo,"-1,0,-1,-1",1
SweetsDecoratePartsFork,ChoConveyorZone,LayerA,MapPartsInfo,"-1,1,-1,-1",1
SweetsDecoratePartsFork,ChoConveyorZone,LayerA,MapPartsInfo,"-1,2,-1,-1",1
SweetsDecoratePartsFork,ChoConveyorZone,LayerA,MapPartsInfo,"-1,3,-1,-1",1
SweetsDecoratePartsFork,HopperBottleZone,Common,MapPartsInfo,"-1,1,-1,-1",1
