name,zone,layer,list,args,has_args
GlobalCubeGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,1,0,22",1
GlobalCubeGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,1,0,31",1
GlobalCubeGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,1,0,32",1
GlobalCubeGravity,UfoBegomanChainedPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,BeamGunChaindPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,BlueStarZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,DandelionHillZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,DesertDiskZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,DesertInsideZone,Common,PlanetObjInfo,"0,-1,-1,-1",1
GlobalDiskGravity,DiskGardenZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,DorayakiFortressZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,ElectricUfoLevel2Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,ElectricUfoZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,EringiPlanetZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,FlagDiscZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,FlagDiscZone,Common,PlanetObjInfo,"-1,0,-1,-1",1
GlobalDiskGravity,ForestHomeZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,GCaptureTutorialZone,LayerB,PlanetObjInfo,"0,-1,-1,-1",1
GlobalDiskGravity,GCaptureTutorialZone,LayerC,PlanetObjInfo,"0,-1,-1,-1",1
GlobalDiskGravity,MarioLancherLecture3Zone,LayerA,PlanetObjInfo,"0,-1,-1,-1",1
GlobalDiskGravity,OtaKingStageZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,PhantomSpaceGraveyardZone,Common,PlanetObjInfo,"0,-1,-1,-1",1
GlobalDiskGravity,PoihanaPlanetZone,LayerA,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,PuffballBZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,PuffballZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,PuffballZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,PukupukuGambolZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,157,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,22,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,293,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,45,-1",1
GlobalDiskGravity,ReverseGravityTowerZone,Common,PlanetObjInfo,"0,0,90,-1",1
GlobalDiskGravity,SandIslandSamboZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SandIslandSamboZone,Common,PlanetObjInfo,"-1,0,-1,-1",1
GlobalDiskGravity,SandIslandZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SandIslandZone,Common,PlanetObjInfo,"-1,0,-1,-1",1
GlobalDiskGravity,SandIslandZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SandIslandZone,LayerA,PlanetObjInfo,"-1,0,-1,-1",1
GlobalDiskGravity,SandRingZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SandRingZone,Common,PlanetObjInfo,"-1,0,-1,-1",1
GlobalDiskGravity,SnowCapsuleZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalDiskGravity,SnowCapsuleZone,Common,PlanetObjInfo,"0,1,-1,-1",1
GlobalDiskGravity,SoramameBZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SoramameCZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SoramameZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SpaceMineGCaptureZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,SpaceStationZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,0,-1,10",1
GlobalDiskGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,0,-1,20",1
GlobalDiskGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,0,-1,30",1
GlobalDiskGravity,TriPodBossZone,LayerA,PlanetObjInfo,"0,0,-1,9",1
GlobalDiskGravity,TwinFallLakeZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,UfoBegomanChainedPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,UfoFleetLv1Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,UfoFleetLv1Zone,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,UfoFleetLv1Zone,LayerD,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,UfoFleetLv3Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,VsHugeBattleShipZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,VsHugeBattleShipZone,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskGravity,VsHugeBattleShipZone,LayerC,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalDiskTorusGravity,DesertDiskZone,Common,PlanetObjInfo,"-1,1,-1,-1",1
GlobalDiskTorusGravity,DoughnutZone,Common,PlanetObjInfo,"-1,-1,0,-1",1
GlobalDiskTorusGravity,IceRingAZone,Common,PlanetObjInfo,"-1,-1,800,-1",1
GlobalDiskTorusGravity,IceRingBZone,Common,PlanetObjInfo,"-1,-1,800,-1",1
GlobalDiskTorusGravity,SandIslandSamboZone,Common,PlanetObjInfo,"-1,1,-1,-1",1
GlobalDiskTorusGravity,SandRingZone,Common,PlanetObjInfo,"-1,-1,200,-1",1
GlobalPlaneGravity,BeltConveyerExGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,FloaterLandZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,HeavensDoorMysteriousZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,HeavensDoorMysteriousZone,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,HellHomeZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,OtaKingStageZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,PeachCastleFinalGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,PeachCastleGardenGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravity,WaterShellZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,AsteroidBlockZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,AsteroidBlockZone,LayerM,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,AstroDome,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,AstroGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,AutumnMysteryRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BattleShipGalaxy,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BattleShipGalaxy,LayerC,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BeamGunChaindPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BeamerRushZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BirthdayCakeZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BlueStarZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BombTimeAttack2Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BombTimeAttackZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BossBazookaTowerZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BreakDownPlanetGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,BreakDownPlanetZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CannonFleetGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CannonFleetGalaxy,LayerC,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CanonTurnOverZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CaveMysteryRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ChoConveyorZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ClimbMysteryRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CocoonEXZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ColdTwinFallZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CosmosGardenGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CrossRingZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CubeBubbleEXAZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CubeBubbleEXBZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CubeBubbleEXCZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CubeBubbleExDZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,CubeBubbleExSZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,DarknessRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,DiskGardenZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,DiskGardenZone,Common,PlanetObjInfo,"0,0,-1,-1",1
GlobalPlaneGravityInBox,EggStarFlipPanelZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,EpilogueDemoStage,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FactoryGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FileSelect,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FishTunnelGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FloaterLandZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FloaterOtakingGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FlowerRoadZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ForestBossZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ForestHomeZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FortressCliffClimbZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FortressEntranceZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,FortressJumpBeamerZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,GCaptureTutorialZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,GCaptureTutorialZone,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,GhostShipCaveZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,GhostShipCaveZone,LayerH,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HeavenlyBeachGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HeavenlyBeachZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HeavensDoorSmallZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellBallZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellLavaFloatingZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellMeteoZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellPoolAZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellProminenceGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellShellZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HellTypeCDossunPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HoneyBeeExGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HoneyBeeKingdomGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HoneyMysteryRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HopperBonusZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HopperBottleZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,HopperTutorialZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,IceLavaIslandZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,IceMichihikiZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,IceMountainZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,IceRingBZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs1BossZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs1Galaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs2BossZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs2Galaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3AZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3ArigaCZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3BZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3BossZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3CZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3DZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3Galaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaBattleVs3StartZone,Common,PlanetObjInfo,"500,-1,-1,-1",1
GlobalPlaneGravityInBox,KoopaJrShipBattleLv1Tmp1Zone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,KoopaJrShipLV1Galaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,LibraryRoom,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MarblePlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MarioLancherLecture2Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MarioLancherLecture3Zone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MechanicKoopaZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MechanicKoopaZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,MiniMechanicKoopaZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OceanPhantomCaveGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OceanPuddingZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OceanRingZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OceanRingZone,LayerD,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OceanTwinPiratesZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,OnimasuZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomBossSpiderZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomDarknessRoomZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomGalaxy,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomNestZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PhantomSpaceGraveyardZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PoihanaPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PoyoPoyoPlanetZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PuffballBZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,PuffballCZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,QuestionBoxZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,QuickSand2DZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,RabbitMazeZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,RabbitMoonZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ReverseForestHomeZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ReverseGravityTowerZone,Common,PlanetObjInfo,"-1,1,-1,-1",1
GlobalPlaneGravityInBox,ReverseKingdomGalaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SandClockGalaxy,LayerB,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SandStormJumpZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SandStreamZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SandTowerZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,ScrewFleetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SoramameCZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SoramameZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SpaceStationZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SphereInsideZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SpringWaterPlanetZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,StarDustAssemblyBlockZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,StarDustGalaxy,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,StarDustGalaxy,LayerC,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,StarEggRoadZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SurfingLV1Zone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SurfingLv2Galaxy,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SweetsAsteroidZone,Common,PlanetObjInfo,"-1,-1,-1,-1",0
GlobalPlaneGravityInBox,SweetsAsteroidZone,Common,PlanetObjInfo,"500,-1,-1,-1",1
GlobalPlaneGravityInBox,TamakoroExAZone,LayerA,PlanetObjInfo,"-1,-1,-1,-1",0
