name,zone,layer,list,args,has_args
ArrowBoard,TeresaHouseZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
ArrowSwitch,CanonTurnOverZone,LayerA,ObjInfo,"0,-1,-1,-1,-1,-1,-1,-1",1
ArrowSwitch,QuestionBoxZone,LayerA,ObjInfo,"-1,0,-1,-1,-1,-1,-1,-1",1
ArrowSwitch,QuestionBoxZone,LayerA,ObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ArrowSwitch,UfoGravityTurnOverZone,LayerA,ObjInfo,"-1,-1,500,-1,-1,-1,-1,-1",1
ArrowSwitchMulti,GhostShipCaveZone,Common,ObjInfo,"0,-1,-1,-1,-1,-1,-1,-1",1
ArrowSwitchTarget,GhostShipCaveZone,Common,ObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ArrowSwitchTarget,GhostShipCaveZone,Common,ObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ArrowSwitchTarget,GhostShipCaveZone,Common,ObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ArrowSwitchTarget,GhostShipCaveZone,Common,ObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsA,StarDustAssemblyBlockZone,LayerB,ObjInfo,"1000,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsA,StarDustAssemblyBlockZone,LayerB,ObjInfo,"2000,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsA,StarDustAssemblyBlockZone,LayerB,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsA,StarDustAssemblyBlockZone,LayerF,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsB,StarDustAssemblyBlockZone,LayerB,ObjInfo,"900,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsB,StarDustAssemblyBlockZone,LayerF,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsC,StarDustAssemblyBlockZone,LayerB,ObjInfo,"1200,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsC,StarDustAssemblyBlockZone,LayerB,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsD,StarDustAssemblyBlockZone,LayerB,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsD,StarDustAssemblyBlockZone,LayerF,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsE,StarDustAssemblyBlockZone,LayerB,ObjInfo,"850,-1,-1,-1,-1,-1,-1,-1",1
AssemblyBlockPartsIceB,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1000,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceB,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1100,300,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceB,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1100,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceB,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"700,200,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceB,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"700,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceC,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1000,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceC,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1100,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceD,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1000,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceD,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1100,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsIceE,KoopaBattleVs3ArigaBZone,Common,ObjInfo,"1100,400,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsTimerA,KoopaBattleVs3BZone,Common,ObjInfo,"600,360,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsTimerA,KoopaBattleVs3BZone,Common,ObjInfo,"600,460,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsTimerA,KoopaBattleVs3BZone,Common,ObjInfo,"800,410,-1,-1,-1,-1,-1,0",1
AssemblyBlockPartsTimerA,KoopaBattleVs3BZone,Common,ObjInfo,"900,360,-1,-1,-1,-1,-1,0",1
AssemblyBlockPlanet,StarDustAssemblyBlockZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,BattleShipGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,CocoonEXZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,EggStarGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,EggStarGalaxy,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,KoopaBattleVs1Galaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,KoopaJrShipLV1Galaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,PhantomGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,PhantomIceMazeZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,PhantomNestZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,StarDustAssemblyBlockZone,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,StarDustGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,TeresaHouseZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidB,TeresaRaceZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidBlockPlanet,AsteroidBlockZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,BattleShipGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,CubeBubbleExLv2Galaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,KoopaBattleVs1Galaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,SkullSharkGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,TriPodBossZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,UfoFleetLv3Zone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidC,VsHugeBattleShipZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidD,CosmosGardenGalaxy,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AsteroidD,CosmosGardenGalaxy,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseA,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseB,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseC,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseCenterA,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseCenterB,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseCenterTop,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroBaseKitchen,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroChildRoom,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroCore,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroCountDownPlate,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDecoratePartsGearA,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDome,AstroDome,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
AstroDome,AstroDome,LayerB,ObjInfo,"2,-1,-1,-1,-1,-1,-1,-1",1
AstroDome,AstroDome,LayerC,ObjInfo,"3,-1,-1,-1,-1,-1,-1,-1",1
AstroDome,AstroDome,LayerD,ObjInfo,"4,-1,-1,-1,-1,-1,-1,-1",1
AstroDome,AstroDome,LayerE,ObjInfo,"5,-1,-1,-1,-1,-1,-1,-1",1
AstroDome,AstroDome,LayerF,ObjInfo,"6,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeAsteroid,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeBlueStar,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeComet,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeDemoAstroGalaxy,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeDemoStarter,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"2,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"3,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"4,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"5,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeEntrance,AstroGalaxy,Common,ObjInfo,"6,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeGalaxySelector,AstroDome,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroDomeSky,AstroDome,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSky,AstroDome,LayerB,ObjInfo,"2,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSky,AstroDome,LayerC,ObjInfo,"3,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSky,AstroDome,LayerD,ObjInfo,"4,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSky,AstroDome,LayerE,ObjInfo,"5,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSky,AstroDome,LayerF,ObjInfo,"6,-1,-1,-1,-1,-1,-1,-1",1
AstroDomeSkyA,FishTunnelGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",1
AstroLibrary,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroMapBoard,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroOverlookObj,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroParking,AstroGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroRoomLibrary,LibraryRoom,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"2,-1,-1,-1,-1,-1,-1,-1",1
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"3,-1,-1,-1,-1,-1,-1,-1",1
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"4,-1,-1,-1,-1,-1,-1,-1",1
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"5,-1,-1,-1,-1,-1,-1,-1",1
AstroStarPlate,AstroGalaxy,Common,ObjInfo,"6,-1,-1,-1,-1,-1,-1,-1",1
AstroTorchLightRed,AstroGalaxy,Common,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
AstroTorchLightRed,AstroGalaxy,LayerA,ObjInfo,"3,-1,-1,-1,-1,-1,-1,-1",1
AuroraSky,IceVolcanoGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
AuroraSky,SnowCapsuleGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BallBeamer,MarblePlanetZone,LayerA,ObjInfo,"-1,410,0,-1,-1,-1,-1,-1",1
BallBeamer,WaterShellZone,LayerA,ObjInfo,"-1,260,-1,-1,-1,-1,-1,-1",1
BallOpener,HellBallZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BallOpener,TamakoroExAZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BallOpener,TamakoroExBZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BallRail,TamakoroExAZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BallRail,TamakoroExBZone,LayerA,ObjInfo,"2000,995,-1,-1,-1,-1,-1,-1",1
BallRail,TamakoroExBZone,LayerA,ObjInfo,"4000,995,-1,-1,-1,-1,-1,-1",1
Balloonfish,TearDropGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BasaBasa,HeavenlyBeachZone,LayerB,ObjInfo,"1300,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,HeavenlyBeachZone,LayerB,ObjInfo,"1500,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,HeavenlyBeachZone,LayerB,ObjInfo,"1800,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,MechanicKoopaZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BasaBasa,TeresaHouseZone,LayerB,ObjInfo,"3500,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,TeresaHouseZone,LayerB,ObjInfo,"4000,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,TeresaHouseZone,LayerC,ObjInfo,"3500,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,TeresaHouseZone,LayerC,ObjInfo,"500,-1,-1,-1,-1,-1,-1,-1",1
BasaBasa,WaterRoadCaveExZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BasaBasaIce,IceMountainZone,LayerN,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BasaBasaIce,IceMountainZone,LayerN,ObjInfo,"1300,1600,-1,-1,-1,-1,-1,-1",1
BasaBasaIce,IceMountainZone,LayerN,ObjInfo,"1500,-1,-1,-1,-1,-1,-1,-1",1
BattleShipElevatorCover,FortressJumpBeamerZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BattleShipExplosionMetal,BattleShipGalaxy,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BattleShipExplosionRock,BattleShipGalaxy,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachChair,GhostShipCaveZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachChair,GhostShipCaveZone,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachChair,GhostShipCaveZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachChair,GhostShipCaveZone,LayerE,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachParasol,GhostShipCaveZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachParasol,GhostShipCaveZone,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachParasol,GhostShipCaveZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeachParasol,GhostShipCaveZone,LayerE,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeamGoRoundPlanet,BeamGunChaindPlanetZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,FlowerPlanetZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,FlowerPlanetZone,Common,ObjInfo,"300,-1,-1,-1,-1,-1,-1,-1",1
BeeFlowerHover,FlowerRoadZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,ForestHomeZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,HoneyQueenZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,ReverseForestHomeZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,ReverseForestHomeZone,LayerE,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeFlowerHover,ReverseForestHomeZone,LayerE,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,400",1
BeeFlowerHover,ReverseForestHomeZone,LayerE,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,500",1
BeeWallClimbPlanetA,WallClimbEXAZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeWallClimbPlanetB,WallClimbEXBZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BeeWallClimbPlanetC,WallClimbEXCZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanBaby,UfoFleetLv1Zone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanBaby,UfoFleetLv3Zone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanBabyLauncher,FloaterLandZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanBabyLauncher,UfoBegomanChainedPlanetZone,LayerA,ObjInfo,"-1,-1,-1,3,-1,-1,-1,-1",1
BegomanLauncher,FortressCliffClimbZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,ElectricBegomanSpikeZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,ElectricUfoLevel2Zone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,ElectricUfoLevel2Zone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,ElectricUfoZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,ElectricUfoZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,FortressJumpBeamerZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,UfoBegomanChainedPlanetZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpike,UfoBegomanChainedPlanetZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpring,FloaterLandZone,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpring,UfoBegomanChainedPlanetZone,LayerA,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpringHide,UfoBegomanChainedPlanetZone,LayerB,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BegomanSpringHide,UfoBegomanChainedPlanetZone,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BenefitItemInvincible,AutumnMysteryRoomZone,Common,ObjInfo,"-1,3,-1,-1,-1,-1,-1,-1",1
BenefitItemInvincible,BombheiLectureZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,300",1
BenefitItemInvincible,CocoonExGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BenefitItemInvincible,CosmosGardenGalaxy,LayerC,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BenefitItemInvincible,ForestHomeZone,LayerJ,ObjInfo,"-1,3,1,-1,-1,-1,-1,-1",1
BenefitItemInvincible,HoneyMysteryRoomZone,Common,ObjInfo,"-1,3,-1,-1,-1,-1,-1,-1",1
BenefitItemInvincible,OceanPhantomCaveGalaxy,LayerD,ObjInfo,"1,-1,-1,0,-1,-1,1,-1",1
BenefitItemInvincible,SandKillerZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemInvincible,SandRingZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,1,100",1
BenefitItemInvincible,SphereInsideZone,LayerB,ObjInfo,"-1,-1,0,-1,-1,1,-1,-1",1
BenefitItemInvincible,SphereInsideZone,LayerC,ObjInfo,"-1,-1,0,-1,-1,1,-1,-1",1
BenefitItemInvincible,TeresaHouseZone,LayerA,ObjInfo,"-1,2,1,-1,-1,-1,4,-1",1
BenefitItemInvincible,TeresaHouseZone,LayerB,ObjInfo,"-1,2,1,-1,-1,-1,4,-1",1
BenefitItemInvincible,TeresaHouseZone,LayerC,ObjInfo,"-1,2,1,-1,-1,-1,4,-1",1
BenefitItemInvincible,WaterRoadCaveExZone,Common,ObjInfo,"1,-1,-1,-1,-1,-1,1,-1",1
BenefitItemLifeUp,BeamerRushZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,BossBazookaTowerZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,1,-1",1
BenefitItemLifeUp,CannonGCaptureZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,CanonTurnOverZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,CocoonExGalaxy,Common,ObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BenefitItemLifeUp,DandelionHillZone,LayerB,ObjInfo,"-1,1,2,-1,-1,1,-1,300",1
BenefitItemLifeUp,ElectricBegomanSpikeZone,LayerA,ObjInfo,"1,-1,-1,1,2,-1,1,3000",1
BenefitItemLifeUp,FloaterOtakingGalaxy,Common,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,ForestHomeZone,LayerD,ObjInfo,"1,-1,-1,-1,2,-1,-1,-1",1
BenefitItemLifeUp,ForestHomeZone,LayerJ,ObjInfo,"1,-1,-1,-1,2,-1,-1,-1",1
BenefitItemLifeUp,GhostShipCaveZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,HellGcapZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,HellHomeZone,LayerD,ObjInfo,"0,2,2,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,HellLavaBallRisingPlanetZone,LayerA,ObjInfo,"1,-1,1,-1,-1,-1,-1,300",1
BenefitItemLifeUp,HellMeteoZone,LayerA,ObjInfo,"-1,2,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,HellRotateGround2DPlanetZone,LayerA,ObjInfo,"1,-1,-1,-1,2,-1,-1,-1",1
BenefitItemLifeUp,IceMichihikiZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,IceMountainZone,LayerA,ObjInfo,"1,-1,-1,-1,-1,-1,-1,50",1
BenefitItemLifeUp,KoopaBattleVs1Galaxy,Common,ObjInfo,"-1,2,1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,KoopaBattleVs2Galaxy,Common,ObjInfo,"-1,2,-1,-1,-1,-1,-1,-1",1
BenefitItemLifeUp,KoopaBattleVs3BossZone,Common,ObjInfo,"1,-1,-1,-1,2,-1,-1,-1",1
