name,zone,layer,list,args,has_args
BloomCube,FloaterOtakingGalaxy,Common,AreaObjInfo,"45,140,-1,-1,-1,-1,-1,-1",1
BloomCube,FortressJumpBeamerZone,LayerA,AreaObjInfo,"255,25,30,8,-1,-1,-1,-1",1
BloomCube,GhostShipCaveZone,Common,AreaObjInfo,"60,128,-1,-1,-1,-1,-1,-1",1
BloomCube,HeavensDoorInsideZone,Common,AreaObjInfo,"50,70,25,25,-1,-1,-1,10",1
BloomCube,HellGcapZone,LayerA,AreaObjInfo,"30,10,-1,-1,-1,-1,-1,-1",1
BloomCube,HellProminenceGalaxy,Common,AreaObjInfo,"68,92,-1,-1,-1,-1,-1,2",1
BloomCube,KoopaBattleVs1Galaxy,Common,AreaObjInfo,"80,-1,-1,-1,-1,-1,-1,-1",1
BloomCube,KoopaBattleVs2Galaxy,Common,AreaObjInfo,"60,60,-1,-1,-1,-1,-1,-1",1
BloomCube,KoopaBattleVs3BZone,Common,AreaObjInfo,"45,85,40,27,-1,-1,-1,3",1
BloomCube,KoopaBattleVs3BossZone,Common,AreaObjInfo,"223,0,27,42,-1,-1,-1,5",1
BloomCube,KoopaBattleVs3Galaxy,Common,AreaObjInfo,"200,85,16,24,-1,-1,-1,2",1
BloomCube,KoopaBattleVs3Galaxy,Common,AreaObjInfo,"65,85,40,27,-1,-1,-1,0",1
BloomCube,KoopaBattleVs3Galaxy,Common,AreaObjInfo,"65,85,40,27,-1,-1,-1,1",1
BloomCube,MarioLancherLecture2Zone,LayerA,AreaObjInfo,"75,135,70,21,-1,-1,-1,-1",1
BloomCube,MarioLancherLecture3Zone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BloomCube,OceanPhantomCaveGalaxy,Common,AreaObjInfo,"60,128,-1,-1,-1,-1,-1,-1",1
BloomCube,OtaKingStageZone,Common,AreaObjInfo,"45,140,-1,-1,-1,-1,-1,-1",1
BloomCube,PeachCastleFinalGalaxy,LayerA,AreaObjInfo,"110,10,40,60,-1,-1,-1,1",1
BloomCube,PeachCastleFinalGalaxy,LayerA,AreaObjInfo,"78,10,33,31,-1,-1,-1,0",1
BloomCube,PeachCastleGardenGalaxy,LayerA,AreaObjInfo,"-1,76,128,-1,-1,-1,-1,-1",1
BloomCube,PeachCastleGardenGalaxy,LayerA,AreaObjInfo,"110,10,40,60,-1,-1,-1,1",1
BloomCube,PeachCastleGardenGalaxy,LayerA,AreaObjInfo,"70,10,40,60,-1,-1,-1,0",1
BloomCube,PhantomBossSpiderZone,Common,AreaObjInfo,"145,0,36,13,-1,-1,-1,-1",1
BloomCube,ScrewFleetZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BloomCube,SubmarineVolcanoPlanetZone,Common,AreaObjInfo,"30,0,-1,-1,-1,-1,-1,7",1
BloomCube,SubmarineVolcanoPlanetZone,Common,AreaObjInfo,"60,0,-1,-1,-1,-1,-1,6",1
BloomCube,SubmarineVolcanoPlanetZone,Common,AreaObjInfo,"80,0,-1,-1,-1,-1,-1,5",1
BloomCube,TeresaHouseZone,Common,AreaObjInfo,"-1,20,10,-1,-1,-1,-1,-1",1
BloomCube,TriPodBossZone,LayerA,AreaObjInfo,"100,0,-1,-1,-1,-1,-1,-1",1
BloomCube,UnderseaTunnelZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BloomCube,VsHugeBattleShipZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BloomCube,WaterRoadCaveExZone,Common,AreaObjInfo,"80,45,30,30,-1,-1,-1,-1",1
BloomCube,WaterShellZone,LayerA,AreaObjInfo,"255,25,30,8,-1,-1,-1,-1",1
BloomSphere,HellShellZone,Common,AreaObjInfo,"25,50,-1,-1,-1,-1,-1,0",1
BlueStarGuidanceCube,AstroDome,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,BlueStarZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,DiskGardenZone,LayerB,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,DiskGardenZone,LayerC,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,GCaptureTutorialZone,LayerG,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,HeavensDoorSmallZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
BlueStarGuidanceCube,StarDustGalaxy,LayerF,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CelestrialSphere,AstroGalaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CelestrialSphere,HeavensDoorMysteriousZone,LayerB,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
ChangeBgmCube,BattleShipGalaxy,Common,AreaObjInfo,"0,0,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerB,AreaObjInfo,"2,1,180,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerB,AreaObjInfo,"2,2,210,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerB,AreaObjInfo,"2,2,270,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerC,AreaObjInfo,"0,0,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerC,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerC,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,BattleShipGalaxy,LayerC,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,Common,AreaObjInfo,"2,1,210,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,Common,AreaObjInfo,"2,2,210,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,LayerA,AreaObjInfo,"0,0,2,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,LayerA,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,LayerA,AreaObjInfo,"1,180,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,LayerB,AreaObjInfo,"0,0,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CannonFleetGalaxy,LayerC,AreaObjInfo,"0,0,2,-1,-1,-1,-1,-1",1
ChangeBgmCube,CosmosGardenGalaxy,LayerA,AreaObjInfo,"1,180,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CosmosGardenGalaxy,LayerB,AreaObjInfo,"1,180,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CosmosGardenGalaxy,LayerC,AreaObjInfo,"1,120,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,CosmosGardenGalaxy,LayerC,AreaObjInfo,"1,150,2,-1,-1,-1,-1,-1",1
ChangeBgmCube,EggStarGalaxy,Common,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,EggStarGalaxy,Common,AreaObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,EggStarGalaxy,Common,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,EggStarGalaxy,LayerA,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"0,4,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"1,240,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"1,43,0,-1,-1,-1,-1,-1",1
ChangeBgmCube,FactoryGalaxy,Common,AreaObjInfo,"1,60,3,-1,-1,-1,-1,-1",1
ChangeBgmCube,GhostShipCaveZone,Common,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,GhostShipCaveZone,Common,AreaObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,GhostShipCaveZone,Common,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavenlyBeachGalaxy,Common,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavenlyBeachGalaxy,Common,AreaObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavenlyBeachGalaxy,Common,AreaObjInfo,"1,240,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavenlyBeachGalaxy,Common,AreaObjInfo,"1,90,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavensDoorGalaxy,LayerA,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HeavensDoorGalaxy,LayerA,AreaObjInfo,"1,60,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,HellProminenceGalaxy,Common,AreaObjInfo,"1,210,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,Common,AreaObjInfo,"0,1,2,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerA,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerA,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerA,AreaObjInfo,"1,270,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerB,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerB,AreaObjInfo,"1,360,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerC,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"0,1,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"1,270,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"2,1,55,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"2,2,210,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerD,AreaObjInfo,"2,2,55,-1,-1,-1,-1,-1",1
ChangeBgmCube,IceVolcanoGalaxy,LayerL,AreaObjInfo,"0,1,2,-1,-1,-1,-1,-1",1
ChangeBgmCube,KoopaBattleVs3BossZone,Common,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,KoopaBattleVs3Galaxy,Common,AreaObjInfo,"1,180,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,OceanPhantomCaveGalaxy,LayerA,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,OceanPhantomCaveGalaxy,LayerB,AreaObjInfo,"0,1,0,-1,-1,-1,-1,-1",1
ChangeBgmCube,OceanPhantomCaveGalaxy,LayerB,AreaObjInfo,"1,127,0,-1,-1,-1,-1,-1",1
ChangeBgmCube,OceanPhantomCaveGalaxy,LayerC,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,OceanPhantomCaveGalaxy,LayerH,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,OtaKingStageZone,Common,AreaObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomGalaxy,Common,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomGalaxy,Common,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomGalaxy,Common,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomGalaxy,Common,AreaObjInfo,"1,50,0,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomGalaxy,Common,AreaObjInfo,"1,50,1,-1,-1,-1,-1,-1",1
ChangeBgmCube,PhantomSpaceGraveyardZone,Common,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,ReverseForestHomeZone,LayerE,AreaObjInfo,"1,90,3,-1,-1,-1,-1,-1",1
ChangeBgmCube,ReverseKingdomGalaxy,LayerA,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"0,2,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"0,3,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"1,145,3,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"1,150,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,Common,AreaObjInfo,"1,87,4,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,LayerA,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,LayerB,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarDustGalaxy,LayerC,AreaObjInfo,"0,1,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarEggRoadZone,LayerC,AreaObjInfo,"0,0,-1,-1,-1,-1,-1,-1",1
ChangeBgmCube,StarEggRoadZone,LayerC,AreaObjInfo,"1,210,-1,-1,-1,-1,-1,-1",1
CollisionArea,AstroDome,LayerE,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,AutumnMysteryRoomZone,Common,AreaObjInfo,"-1,-1,50,-1,-1,-1,-1,-1",1
CollisionArea,CannonFleetGalaxy,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,CrossRingZone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,FloaterLandZone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,ForestBossZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,FortressCliffClimbZone,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,GhostShipCaveZone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,HeavenlyBeachZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,HeavensDoorMysteriousZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,HellHomeZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,HellHomeZone,LayerC,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,HellProminenceGalaxy,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,HellProminenceGalaxy,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,HellTypeCDossunPlanetZone,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,HoneyMysteryRoomZone,Common,AreaObjInfo,"-1,-1,50,-1,-1,-1,-1,-1",1
CollisionArea,IceMountainZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,KoopaBattleVs1Galaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,KoopaBattleVs3ArigaAZone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,KoopaBattleVs3StartZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,KoopaJrShipBattleLv1Tmp1Zone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,MysteryGravityRoomZone,Common,AreaObjInfo,"-1,-1,50,-1,-1,-1,-1,-1",1
CollisionArea,OceanRingZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,OceanRingZone,Common,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,OnimasuZone,LayerC,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,QuickSand2DZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,ReverseForestHomeZone,LayerG,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,TeresaHouseZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,TeresaHouseZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,TeresaHouseZone,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,TeresaMario2DGalaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,UfoGravityTurnOverZone,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
CollisionArea,VolcanoPlanetZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
CollisionArea,VsHugeBattleShipLv2Zone,LayerA,AreaObjInfo,"-1,-1,-1,0,-1,-1,-1,-1",1
DarkMatterCube,KoopaBattleVs2Galaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DarkMatterCylinder,KoopaBattleVs2Galaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,AsteroidBlockZone,LayerB,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,AsteroidBlockZone,LayerM,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,AutumnMysteryRoomZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,BeamerRushZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,BeltConveyerExGalaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,BirthdayCakeZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,BombTimeAttack2Zone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,BombTimeAttackZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CannonGCaptureZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,ChoConveyorZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,ColdTwinFallZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CosmosGardenGalaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CosmosGardenGalaxy,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CosmosGardenGalaxy,LayerB,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CosmosGardenGalaxy,LayerC,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,CubeBubbleEXAZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,DarknessRoomZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,EggStarFlipPanelZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,FactoryGalaxy,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,FloaterLandZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,ForestHomeZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,FortressCliffClimbZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,FortressEntranceZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,FortressJumpBeamerZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,GhostShipCaveZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,HeavenlyBeachZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,HellBallZone,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,HellHomeZone,Common,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
DeathCube,HellProminenceGalaxy,LayerA,AreaObjInfo,"-1,-1,-1,-1,-1,-1,-1,-1",0
